latitude,longitude,occupancy_rate
383634.2007020352,3766959.4206442125,0.3149621784687042
383254.8884818836,3767219.405329816,0.41033473014831545
383355.0071382142,3767154.952301559,0.10960858315229416
384381.8886032921,3767502.438681107,0.30563211143016816
384019.8247781844,3766655.345181755,0.5875261425971985
384281.96690530627,3767424.9194095647,0.3682075679302216
383899.96789808746,3767060.4021553067,0.6282763242721557
384520.1324221183,3767255.9796638624,0.5387535512447357
384523.4595617994,3768532.3487676326,0.36312647461891173
383742.2219453882,3768159.1990954075,0.6786279082298279
384287.00334983977,3767429.072118439,0.3325742602348328
384676.59299878986,3769452.9890440847,0.414750748872757
383879.6219091761,3767005.088550471,0.10657853037118911
383617.99443883426,3767922.1708213426,0.1526864007115364
383789.7218692435,3767787.967595617,0.1584915116429329
383269.43158758373,3767895.640571588,0.04968137741088867
384273.8188323548,3767400.3982312116,0.4621727645397186
384507.20455850806,3769308.9972477118,0.534690898656845
383751.31608265644,3768170.5104409945,0.616998678445816
384375.4039341195,3768578.9663654636,0.38958733081817626
383207.2348039007,3767912.8235675744,0.12782504111528398
383319.82986378716,3768074.2417978863,0.4000073492527008
384309.8383372308,3767446.648191828,0.340338796377182
383680.479646916,3767905.8742489484,0.4649139404296875
383595.8679982009,3767939.633898044,0.30129062533378603
384760.7958721686,3767661.9481875226,0.4507713496685028
383501.4570718743,3768084.5319565735,0.13000244051218032
384371.37255786767,3768573.9140757388,0.3699412167072296
383993.54978844966,3767169.936244183,0.09994850791990757
383555.8951313449,3768201.864411013,0.5359573662281036
384169.50072656956,3767318.386821016,0.35708962082862855
384392.4781931961,3768601.2711295313,0.3292188227176666
385380.0291564454,3769276.2892296184,0.10752145946025848
383634.9995811576,3767908.6525982684,0.19019858837127684
384475.1053691412,3767575.382931648,0.3575178861618042
383874.7328919279,3766997.939784715,0.102251086384058
383910.49620111706,3766729.9962839438,0.1851082429289818
383977.89042299805,3767172.901185397,0.38080490827560426
384401.9135389408,3768776.2754750266,0.21681043803691863
383921.44771659176,3767065.239865556,0.6504845023155212
383644.88160453015,3767061.9876938825,0.2629011064767838
384595.5197013007,3768174.2415023185,0.057822395116090775
383692.8567230954,3767921.359533003,0.511204868555069
383292.5308337248,3767889.6989073795,0.042074558511376384
383939.34542794223,3767905.68410445,0.21888967603445053
384516.2037555552,3767251.8132900116,0.47122090458869936
384134.923580309,3767291.971740088,0.16827284395694733
383904.34110829857,3767040.60723455,0.47307527661323545
383945.89783722186,3767101.4273883183,0.6229110836982727
384354.3025819046,3767481.371635441,0.20556644201278687
383974.79094187263,3767168.61393748,0.5416907072067261
383882.72557316953,3767009.708435013,0.199039962887764
383263.2675581702,3767897.3803457157,0.022261324152350426
384310.6310387382,3767428.4500012025,0.17892318964004517
383624.30076493946,3767916.991448022,0.3284073293209076
383895.26355378825,3767053.251110608,0.7562025308609008
384143.75308822107,3767763.433511602,0.31990509629249575
383928.09932557505,3767914.583853096,0.22451270520687103
384387.8556106999,3768759.0354234097,0.32920236587524415
383916.6997746556,3767084.595760653,0.41155652403831483
384381.9831601461,3767208.427486488,0.03259382378309965
384164.9338935007,3767314.893845249,0.21748966872692108
383198.86502428644,3767915.3670029095,0.09483967572450638
384118.6515670413,3768539.1933140983,0.29444360733032227
383989.8335586615,3767190.6102986657,0.152180115878582
384377.6002280866,3767499.053105231,0.30671068727970124
384355.7483288749,3767463.7199826944,0.3632063329219818
383912.0009047774,3767077.888263069,0.32644197940826414
383192.5164049075,3767917.1091070496,0.14442309439182283
384405.3815245491,3768780.558333809,0.23866726756095885
384151.2360936858,3767304.636708257,0.22646188735961914
383993.4027658947,3767195.557215886,0.20405401587486266
383871.34545740613,3766992.7688630964,0.09621834754943848
384206.79007915634,3767347.6523166085,0.3728554487228394
383611.93842454784,3768164.907344582,0.5751424431800842
384147.6320099325,3768516.102052757,0.45460415482521055
383997.7829010133,3767176.3167818594,0.10049843192100524
384608.9857734791,3767334.412958269,0.5227595210075379
384420.9880620467,3768600.0348724513,0.178829362988472
384397.1665079538,3768607.2026290377,0.26359373331069946
384000.5310120023,3768257.0578039982,0.41701050400733947
384510.74880425347,3767606.1114607924,0.3675199031829834
383932.3592726284,3767081.6307218317,0.7452096581459046
383861.79950167285,3767004.8640002697,0.30387347340583803
383920.0844284286,3767089.544920149,0.4331166923046112
384494.96121456084,3767228.561080974,0.7083086967468262
384293.5222075749,3767433.650293252,0.2834740519523621
384327.49966310617,3767441.330257728,0.24802863895893096
383602.17703384924,3767934.676287071,0.30465265810489656
384278.29327161086,3767403.8923887135,0.32697713971138
384913.0855755095,3768650.8077864484,0.4960943996906281
384662.8282021129,3768379.0377641716,0.07553112581372261
384384.0367681104,3768590.3948359652,0.474106502532959
384315.5697246887,3767432.1603005147,0.20224031209945678
383331.1990364614,3768067.89060951,0.35062227845191957
384114.1764604954,3768543.1299319295,0.32390621304512024
383628.5982040529,3767913.6113235475,0.26818113923072817
384545.1730084886,3767635.3023452633,0.44347037076950074
384210.4747621599,3767369.566422815,0.310869562625885
384392.72573680256,3768764.742881875,0.41133512258529664
383504.9284520167,3768089.0362761626,0.09384627044200897
383255.63072682935,3767899.471046633,0.05869233012199402
383907.73532162805,3767046.3326111785,0.4481328666210175
383649.7148507904,3767896.604391607,0.21930132508277894
383922.9778373486,3767918.5284930933,0.36386542916297915
383887.7082571384,3767016.9669588744,0.2771207720041275
384438.9129922377,3769265.0271066977,0.22131314873695374
384376.4280270073,3767214.706172993,0.03991781212389469
384528.1436676373,3767692.2940358897,0.24986313581466674
384270.22288252483,3767415.8581351833,0.3480646193027496
383907.9604982848,3767072.170825752,0.3029615730047226
383939.8261297755,3767118.248707046,0.20451461672782897
383379.7964740652,3768041.005686386,0.345006662607193
383518.1541271636,3768105.9526461167,0.16863860785961152
384603.2775044554,3767328.161089495,0.7130337595939636
383891.28030580876,3767022.1356169786,0.3690355896949768
383684.23201836983,3767910.707888998,0.44218121767044066
384008.8455990812,3767212.5579436575,0.24769896566867827
383616.69179885846,3768161.077966539,0.6226944088935852
384298.6509538234,3767437.801877407,0.8027613759040833
383870.26604005665,3767017.624965077,0.2358975201845169
384415.4178198008,3767284.8757221503,0.1100744366645813
383509.80766048224,3768095.408631309,0.0814747765660286
383985.6004464935,3767184.2297644457,0.22433346807956694
383912.5265244914,3767053.0389724947,0.5532819092273712
384284.6316020802,3767408.805485769,0.32986596822738645
383924.97064177913,3767096.4719306068,0.35273355841636655
384199.98738593416,3767342.523150569,0.29978224337100984
384400.6345538922,3768611.485486744,0.07696629464626312
384538.70956931263,3768148.7622233764,0.07790702134370804
384322.74696758855,3767437.7285802555,0.13917054384946823
383606.9318916227,3767930.957797357,0.3630056619644165
383929.1647026015,3767077.1228447366,0.7057802438735962
384408.7962911639,3768584.435526303,0.27745757102966306
383866.8365965154,3766986.502672324,0.08672565817832947
384146.57557433896,3767301.0339843957,0.47959011793136597
384410.72533836705,3768787.2581517203,0.21506036221981048
384639.8686635069,3767368.4163854313,0.6614034295082092
383212.93727847433,3767911.0894633266,0.042227888107299806
383935.4042365711,3767111.5377961127,0.15316980928182602
383277.71320539137,3767893.43100759,0.031993427593261
383613.23957232846,3767925.8893052046,0.2784080594778061
383924.8350990844,3767070.410804243,0.6274282455444335
384299.077105186,3767419.8299856563,0.24471088647842407
384524.6272290022,3769359.9115947904,0.5152828693389893
384397.1316495738,3768770.234215149,0.3542524933815002
383343.57810732187,3768061.0833373014,0.43596525192260743
384544.1821773188,3767282.3029628806,0.6286077499389648
384203.76439843,3767364.4361228533,0.3449882626533508
384971.27028378233,3767447.88662928,0.17854613512754441
383623.3617107279,3768155.45048047,0.6145604014396667
383544.170441876,3768209.3287734427,0.37385773062705996
384211.35959915805,3767351.367089434,0.3701339364051819
384544.0951926866,3768559.0464598644,0.21194133460521697
383903.53992468864,3767065.5708177504,0.3423081338405609
383645.4201286444,3767900.206283845,0.15790797770023346
383754.6909113628,3768174.6833182145,0.586784553527832
384549.74632191134,3767639.349942221,0.4562479078769684
384525.5597833983,3767261.902203558,0.5324837028980255
383745.59132184624,3768162.9284136957,0.5035907208919526
383896.44488265156,3767029.1700986316,0.38645398020744326
384305.26754379645,3767442.8224843843,0.39666950702667236
384510.5890448426,3767245.6712351986,0.40891814827919004
384439.27127963473,3768796.5575131685,0.3989705085754395
383688.8260736315,3767916.418411032,0.47233237624168395
384367.0265804639,3767472.454344047,0.5821243047714233
383550.76438102475,3768205.0330398404,0.4539197564125061
384061.39617952495,3766626.997751613,0.539508479833603
383875.2541819662,3767025.327037625,0.6182088613510132
384522.5995797534,3767616.39167174,0.49378926753997804
384056.0224779237,3767227.3946742127,0.09607352018356323
383284.2478393164,3767891.7975691985,0.03509510811418295
383982.12490699434,3767179.3926050947,0.28182109296321867
383220.84964262974,3767908.884414348,0.09291085302829742
384481.2629300296,3767580.6310802065,0.3751027166843414
383650.14412769716,3767069.464463917,0.3066402465105057
384669.2284121829,3768373.968853696,0.10041282176971436
384139.86376739654,3767295.792839338,0.2648650765419006
383639.38796877617,3767905.1604527356,0.16722181141376496
383853.6303373876,3766993.7629692806,0.2953725039958954
384013.3161421731,3767215.7193134543,0.43678417801856995
384936.75046575494,3768244.384303983,0.3833024024963379
384736.92037627345,3768799.462640886,0.35573806762695315
385773.626960283,3769535.8052704646,0.5300704419612885
385122.0020305336,3768439.318349109,0.29973915219306946
384640.84084454866,3768679.970911489,0.3890942394733429
384552.4351124608,3766514.5164599568,0.24851517379283905
384610.65884460916,3766662.529013503,0.06899718120694161
384732.9815855252,3768794.40907613,0.3374922752380371
