latitude,longitude,occupancy_rate
383634.2007020352,3766959.4206442125,0.17802619189023972
383254.8884818836,3767219.405329816,0.4693129599094391
383355.0071382142,3767154.952301559,0.1656458631157875
384381.8886032921,3767502.438681107,0.8653292059898376
384019.8247781844,3766655.345181755,0.7845426678657532
384281.96690530627,3767424.9194095647,0.8049633383750916
383899.96789808746,3767060.4021553067,0.6558801531791687
384520.1324221183,3767255.9796638624,0.4516108751296997
384523.4595617994,3768532.3487676326,0.031992774456739426
383742.2219453882,3768159.1990954075,0.903019380569458
384287.00334983977,3767429.072118439,0.7272153615951538
384676.59299878986,3769452.9890440847,0.13196315616369247
383879.6219091761,3767005.088550471,0.6352089643478394
383617.99443883426,3767922.1708213426,0.32061800360679626
383789.7218692435,3767787.967595617,0.07016572654247284
383269.43158758373,3767895.640571588,0.5710472106933594
384273.8188323548,3767400.3982312116,0.7905955076217651
384507.20455850806,3769308.9972477118,0.09339039176702499
383751.31608265644,3768170.5104409945,0.8649012446403503
384375.4039341195,3768578.9663654636,0.6439169049263
383207.2348039007,3767912.8235675744,0.40989712476730344
383319.82986378716,3768074.2417978863,0.7371376514434814
384309.8383372308,3767446.648191828,0.7506632208824158
383680.479646916,3767905.8742489484,0.8068848013877868
383595.8679982009,3767939.633898044,0.5901058316230774
384760.7958721686,3767661.9481875226,0.5139589905738831
383501.4570718743,3768084.5319565735,0.1316615805029869
384371.37255786767,3768573.9140757388,0.5497009992599488
383993.54978844966,3767169.936244183,0.35912861824035647
383555.8951313449,3768201.864411013,0.3686770021915436
384169.50072656956,3767318.386821016,0.6410712599754333
384392.4781931961,3768601.2711295313,0.636128944158554
385380.0291564454,3769276.2892296184,0.16679004430770875
383634.9995811576,3767908.6525982684,0.5241652607917786
384475.1053691412,3767575.382931648,0.769595205783844
383874.7328919279,3766997.939784715,0.7472932696342468
383910.49620111706,3766729.9962839438,0.7327252268791199
383977.89042299805,3767172.901185397,0.7449483275413513
384401.9135389408,3768776.2754750266,0.09949138388037682
383921.44771659176,3767065.239865556,0.609921932220459
383644.88160453015,3767061.9876938825,0.6693639397621155
384595.5197013007,3768174.2415023185,0.3324517548084259
383692.8567230954,3767921.359533003,0.8487261295318603
383292.5308337248,3767889.6989073795,0.46721490025520324
383939.34542794223,3767905.68410445,0.2997062087059021
384516.2037555552,3767251.8132900116,0.4009317338466644
384134.923580309,3767291.971740088,0.2739040642976761
383904.34110829857,3767040.60723455,0.7894871473312378
383945.89783722186,3767101.4273883183,0.7736327886581421
384354.3025819046,3767481.371635441,0.8533088088035583
383974.79094187263,3767168.61393748,0.7405143857002259
383882.72557316953,3767009.708435013,0.773819100856781
383263.2675581702,3767897.3803457157,0.2466653734445572
384310.6310387382,3767428.4500012025,0.8774097919464111
383624.30076493946,3767916.991448022,0.5636281132698059
383895.26355378825,3767053.251110608,0.6801645040512085
384143.75308822107,3767763.433511602,0.5333855152130127
383928.09932557505,3767914.583853096,0.34182042479515073
384387.8556106999,3768759.0354234097,0.26499774158000944
383916.6997746556,3767084.595760653,0.713642156124115
384381.9831601461,3767208.427486488,0.139616060256958
384164.9338935007,3767314.893845249,0.40090081095695496
383198.86502428644,3767915.3670029095,0.21034249365329744
384118.6515670413,3768539.1933140983,0.612010782957077
383989.8335586615,3767190.6102986657,0.7136591911315918
384377.6002280866,3767499.053105231,0.7403430581092835
384355.7483288749,3767463.7199826944,0.8474034547805787
383912.0009047774,3767077.888263069,0.7699834704399109
383192.5164049075,3767917.1091070496,0.24265916347503663
384405.3815245491,3768780.558333809,0.1475391760468483
384151.2360936858,3767304.636708257,0.6267120361328125
383993.4027658947,3767195.557215886,0.7217769742012023
383871.34545740613,3766992.7688630964,0.6963165402412415
384206.79007915634,3767347.6523166085,0.641021192073822
383611.93842454784,3768164.907344582,0.3828878402709961
384147.6320099325,3768516.102052757,0.7099760890007019
383997.7829010133,3767176.3167818594,0.6379789233207702
384608.9857734791,3767334.412958269,0.2455735832452774
384420.9880620467,3768600.0348724513,0.4589701771736145
384397.1665079538,3768607.2026290377,0.5954692900180817
384000.5310120023,3768257.0578039982,0.68552565574646
384510.74880425347,3767606.1114607924,0.6858592629432678
383932.3592726284,3767081.6307218317,0.7194292187690735
383861.79950167285,3767004.8640002697,0.5516387701034546
383920.0844284286,3767089.544920149,0.7470616459846496
384494.96121456084,3767228.561080974,0.5409733295440674
384293.5222075749,3767433.650293252,0.7471481442451477
384327.49966310617,3767441.330257728,0.6599794864654541
383602.17703384924,3767934.676287071,0.5984831809997558
384278.29327161086,3767403.8923887135,0.7257202744483948
384913.0855755095,3768650.8077864484,0.4955276310443878
384662.8282021129,3768379.0377641716,0.11183027774095536
384384.0367681104,3768590.3948359652,0.6843566358089447
384315.5697246887,3767432.1603005147,0.8525039076805114
383331.1990364614,3768067.89060951,0.6870352268218994
384114.1764604954,3768543.1299319295,0.5447300970554352
383628.5982040529,3767913.6113235475,0.5854382038116455
384545.1730084886,3767635.3023452633,0.7205292224884033
384210.4747621599,3767369.566422815,0.6319528937339782
384392.72573680256,3768764.742881875,0.1837139144539833
383504.9284520167,3768089.0362761626,0.16098670661449432
383255.63072682935,3767899.471046633,0.4111742675304413
383907.73532162805,3767046.3326111785,0.8089825630187988
383649.7148507904,3767896.604391607,0.42390873432159426
383922.9778373486,3767918.5284930933,0.6471228480339051
383887.7082571384,3767016.9669588744,0.8131097197532654
384438.9129922377,3769265.0271066977,0.5634108006954193
384376.4280270073,3767214.706172993,0.18284593224525453
384528.1436676373,3767692.2940358897,0.7362764120101929
384270.22288252483,3767415.8581351833,0.44253934025764463
383907.9604982848,3767072.170825752,0.7595764875411988
383939.8261297755,3767118.248707046,0.7561823844909668
383379.7964740652,3768041.005686386,0.6374789118766785
